time,east,north,up
1707822196.8,0.03262495160047946,0.071775222710001,-0.06050008213214375
1707822196.9,0.03127377481183916,0.07421025508466263,-0.059223310997385585
1707822197.0,0.030544712984429623,0.07396674095210355,-0.05943336947882423
1707822197.1,0.02993704888610574,0.07536558797239244,-0.05823484288426711
1707822197.2,0.029885930621706205,0.07369885352124618,-0.05905826321400495
1707822197.3,0.027140258725673196,0.07898091341063496,-0.05834317892402138
1707822197.4,0.027792442985102438,0.07622173716249726,-0.06038310899490189
1707822197.5,0.027606055103129357,0.076208709912191,-0.061111721088874575
1707822197.6,0.025131098770628874,0.0806581246605057,-0.05910039944167167
1707822197.7,0.025334385699528728,0.08111678697089786,-0.06029903005796745
1707822197.8,0.022163394781930267,0.08930065802149767,-0.05695851972651567
1707822197.9,0.031020433576865788,0.06652531800393832,-0.06208901742056255
1707822198.0,0.021118526194893815,0.08738897540844437,-0.05893374345370259
1707822198.1,0.0238670628943191,0.08025620276203772,-0.05890192761475912
1707822198.2,0.023990319472607692,0.0796322972140844,-0.05772531051158085
1707822198.3,0.022103081271681476,0.08475577698000852,-0.058980736306003506
1707822198.4,0.01986409603874624,0.08733534390657567,-0.05823318127553395
1707822198.5,0.015925609204082668,0.09203754557301867,-0.05569984596009783
1707822198.6,0.026437052123441003,0.07269762773874089,-0.06015640704324798
1707822198.7,0.019625191617894267,0.08498706538766876,-0.05887977721839236
1707822198.8,0.02073952673236603,0.08284734546595333,-0.05840362369335979
1707822198.9,0.016692035784526906,0.09168344143806931,-0.05582372105972697
1707822199.0,0.016174241581236426,0.090265207925213,-0.05748374986993427
1707822199.1,-0.00026797863832795504,0.11416364225749687,-0.05326338724284405
1707822199.2,-0.01916268182803841,0.14641824800686723,-0.04684913680226927
1707822199.3,-0.0007944889952608281,0.11535550997238536,-0.05388783303995713
1707822199.4,-0.004809399978571299,0.11895227361200691,-0.04845390053641991
1707822199.5,-0.008580531279293695,0.12609007138812772,-0.048208041120906014
1707822199.6,-0.0019459138932557338,0.11375349479147015,-0.05262773802171017
1707822199.7,0.008534165275903439,0.09725289986144232,-0.05464798550554579
1707822199.8,0.018695108028211057,0.08196129234633336,-0.05816018724212734
1707822199.9,0.016882785297331896,0.0861155118345746,-0.0576626677252813
1707822200.0,0.01714094721123638,0.08376978804249083,-0.05900097754053077
1707822200.1,0.0055534436161996555,0.1033629239574872,-0.05543683051272545
1707822200.2,0.01168603605749038,0.09370543892296204,-0.05698660121270602
1707822200.3,0.014775454783318827,0.08990575077264146,-0.057165073244857686
1707822200.4,0.010464572296189974,0.09599710606351554,-0.05723066036105436
1707822200.5,0.008421403257787525,0.1002118703103371,-0.055133854553290854
1707822200.6,0.012507289397019103,0.09218050661776182,-0.056427419633123234
1707822200.7,0.0002985672178451859,0.1098697048688739,-0.05418183423817335
1707822200.8,0.0059960681398466414,0.1000835038766823,-0.05610031546997889
1707822200.9,0.0035455243301089727,0.1016839406641189,-0.055837115005045346
1707822201.0,0.005689982922629993,0.10068907925503508,-0.05607417908534993
1707822201.1,-0.0018622770992854157,0.11358493640691801,-0.054365680112154674
1707822201.2,-0.010011984754665922,0.12396598112158444,-0.05079717418829795
1707822201.3,-0.00533412509641417,0.11716889315961793,-0.052605338841473566
1707822201.4,-0.05128604730696272,0.1811016114534478,-0.037510083328481575
1707822201.5,-0.7349414227218392,1.1154597984682808,0.17717912633049174
1707822201.6,-1.1860091477340744,1.6785841788725975,0.14787180030092706
1707822201.7,-1.3352526325161593,1.8238940919503521,0.10289950040821741
1707822201.8,-1.3757052972536725,1.8599528155435112,0.11028195752415959
1707822201.9,-1.3760976507337617,1.8604157290893462,0.1094165217595841
1707822202.0,-1.3773186723940025,1.8614983217976382,0.11032847122601425
1707822202.1,-1.3774406506326586,1.861682425800703,0.10958902083363378
1707822202.2,-1.380243801798355,1.863941905573174,0.11059538486235299
1707822202.3,-1.3841180095675538,1.8665663359885496,0.11112370369017846
1707822202.4,-1.3852287970757406,1.8672754870163666,0.10882210774356688
1707822202.5,-1.3857951430186761,1.868474053052981,0.11078574015464515
1707822202.6,-1.3898971711023143,1.8515102244998394,0.0982446758609132
1707822202.7,-1.3884927032435666,1.8705738372578344,0.11042095922077769
1707822202.8,-1.3905597758668427,1.8719966203072178,0.11175121455223755
1707822202.9,-1.6738432365365388,2.144499296238558,0.1834944454032224
1707822203.0,-1.7878601333292583,2.172095675659181,0.15096245944785824
1707822203.1,-1.8093228483035124,2.216282641450341,0.142311991661845
1707822203.2,-1.8051862183071088,2.2161262586713595,0.1413410876466237
1707822203.3,-1.8211700658550645,2.226445355905141,0.14309807100744998
1707822203.4,-1.9921867398334152,2.29511587824189,0.16238297492410647
1707822203.5,-1.9939768626270444,2.295618301284845,0.16277229965993578
1707822203.6,-2.0022512453293406,2.300222942681559,0.16397494836878596
1707822203.7,-2.008780935745138,2.304789547859804,0.16560457628070974
1707822203.8,-2.0338146690161363,2.3262709936894614,0.1704348760966546
1707822203.9,-1.844071961196417,2.2362335677857272,0.14775156740887288
1707822204.0,-1.895917971605531,2.277168316734564,0.15883501313188414
1707822204.1,-2.2037449463248135,2.443258931328643,0.20948017480627718
1707822204.2,-2.242027828481845,2.468850583647244,0.2188183523360887
1707822204.3,-2.2534602952770837,2.4774741823002007,0.22210490683905737
1707822204.4,-2.28240939796418,2.496439330839984,0.22918165221267117
1707822204.5,-2.3517270740241343,2.511691951513818,0.18482266985906876
1707822204.6,-2.3573837487368987,2.5159068935873488,0.185602822049102
1707822204.7,-2.3629052886691606,2.5197002187148034,0.18649020756420354
1707822204.8,-2.366392364431155,2.521189250047818,0.18694283846373905
1707822204.9,-2.425763954545557,2.567990575314351,0.19635962187148032
1707822205.0,-2.4492585024545224,2.586290026759328,0.2001182829321243
1707822205.1,-2.4678535534901505,2.595512980566647,0.20423434639327293
1707822205.2,-2.5840801214214033,2.612094617909763,0.19045045124287668
1707822205.3,-2.628443749660051,2.6262963289801644,0.19301610725778506
1707822205.4,-2.673472860142252,2.639543113647998,0.19990346311567975
1707822205.5,-2.6956150117329365,2.646909692657334,0.20189286999546163
1707822205.6,-2.6996283234713236,2.6485771032378573,0.20219540516930296
1707822205.7,-2.7897458197457516,2.6754823817666415,0.2093575764277738
1707822205.8,-2.7886265834408692,2.6742808436472973,0.20997588393556116
1707822205.9,-2.7838925022915,2.6724746174406713,0.20968079021704245
1707822206.0,-2.830334743781255,2.6903485557439093,0.21627057481444878
1707822206.1,-2.8590410301985814,2.698721091015978,0.22096770741149546
1707822206.2,-2.883602982803865,2.7060953425453196,0.22467016286378605
1707822206.3,-2.91820849419204,2.7151958028579886,0.2243981359589426
1707822206.4,-2.9618991063820514,2.7283436219719492,0.23011320574496436
1707822206.5,-2.988554905928374,2.736714962607117,0.23494059184978855
1707822206.6,-3.033218071432248,2.739155337513223,0.23478788561768155
1707822206.7,-3.051810567262848,2.7414532198826005,0.23706624702622225
1707822206.8,-3.0637919117239396,2.7434892179671535,0.23847543909021396
1707822206.9,-3.123757268940288,2.7556999689977304,0.248478429719937
1707822207.0,-3.150679188539079,2.7604311223110964,0.2525654465012791
1707822207.1,-3.163041226595052,2.7630180704983043,0.254357477351418
1707822207.2,-3.1751481468117997,2.764126153028851,0.25555877740052024
1707822207.3,-3.2428278647755784,2.7504501240326573,0.2473951888501732
1707822207.4,-3.277372758235995,2.744993318749006,0.24817072070984475
1707822207.5,-3.314652254050773,2.743602310167464,0.24604472291302715
1707822207.6,-3.3541408861307924,2.7386400752488425,0.24964662123009745
1707822207.7,-3.3785060110542706,2.7345984433063477,0.2457192317336574
1707822207.8,-3.414675216375307,2.7314805357044327,0.24779022088992747
1707822207.9,-3.4432637370619004,2.727400725393443,0.24839875044021714
1707822208.0,-3.476229062559775,2.721290163673724,0.24838172144167486
1707822208.1,-3.502833356153071,2.7172355875465777,0.25080219864113795
1707822208.2,-3.5148909109907023,2.714362868109588,0.25124462267018
1707822208.3,-3.565498652347053,2.7035692067594206,0.25107351163285657
1707822208.4,-3.5858233693365698,2.6978567563755464,0.25161461065062785
1707822208.5,-3.629273734826257,2.691480989251777,0.2551918170833526
1707822208.6,-3.654219331862534,2.6879122321177626,0.2557322801541706
1707822208.7,-3.690495289549988,2.6880647823508212,0.25427915513005916
1707822208.8,-3.7051250040767507,2.6827005311717023,0.2554585153502915
1707822208.9,-3.7439386750908223,2.666130392159284,0.2532215372471553
1707822209.0,-3.765976378257914,2.657716134801864,0.2536953268892559
1707822209.1,-3.802116368130041,2.654114991420706,0.25615537582758996
1707822209.2,-3.8249901016842207,2.64953231353611,0.25131045905800403
1707822209.3,-3.8544939687984083,2.637222364943411,0.2505094913679264
1707822209.4,-3.8879054215435067,2.6299984479593546,0.2500479120119189
1707822209.5,-3.9023107449574086,2.624025949864089,0.2510882689928301
1707822209.6,-3.933276541676597,2.6164691941766938,0.2544374541006609
1707822209.7,-3.94241597199293,2.614264771917477,0.256244593755847
1707822209.8,-3.9884163928996363,2.5990222825317573,0.2546338500964737
1707822209.9,-4.007646393501148,2.588212700230661,0.2587611318701837
1707822210.0,-4.029123052620911,2.582358233127045,0.2574531269119513
1707822210.1,-4.063912901492526,2.5810694474432636,0.2518986453651497
1707822210.2,-4.084384033714995,2.5716901450023264,0.25170386192178557
1707822210.3,-4.118991648831785,2.564873436589302,0.2490022968735987
1707822210.4,-4.152335045566947,2.539893784219737,0.2492003289685173
1707822210.5,-4.162230654937075,2.537275098892065,0.24967681596708768
1707822210.6,-4.180466596024834,2.534290811116231,0.25171364849774236
1707822210.7,-4.212471183480912,2.529189924976564,0.2559651037645323
1707822210.8,-4.242145397624692,2.524819199227653,0.258975468123539
1707822210.9,-4.260955498504307,2.522410699400571,0.2595464252275696
1707822211.0,-4.279710522307229,2.518363932526335,0.261356904747459
1707822211.1,-4.315841308941275,2.496620225192474,0.25179859813563704
1707822211.2,-4.330921539102305,2.4859860472838267,0.25280050982169383
1707822211.3,-4.354225799395111,2.4787398796421276,0.25605346665444906
1707822211.4,-4.39216810846897,2.4567761340256866,0.25161676185015724
1707822211.5,-4.40836601146571,2.44630646966194,0.24108982225602227
1707822211.6,-4.432677697780703,2.458426348127676,0.2531846029852739
1707822211.7,-4.439413886968599,2.456466000558177,0.25520725248988724
1707822211.8,-4.453026343096749,2.446994833348371,0.25718156274747495
1707822211.9,-4.47868757679461,2.4322233378750346,0.25812897783543604
1707822212.0,-4.506781673428724,2.4237400240173432,0.2591789380979983
1707822212.1,-4.544314205632912,2.413281809101644,0.25397802395633395
1707822212.2,-4.551202483484231,2.4111779969829397,0.2536500907022745
1707822212.3,-4.585564577411335,2.3983141256061518,0.2588818092884072
1707822212.4,-4.608010192521034,2.391260006988661,0.25623939865690787
1707822212.5,-4.627701688799565,2.384265076841224,0.25521556500212317
1707822212.6,-4.654066641403443,2.372781633458064,0.25484979224428006
1707822212.7,-4.668646757182506,2.3664357898744526,0.2551339669946515
1707822212.8,-4.696005871159829,2.3617128808932537,0.2579727919903778
1707822212.9,-4.711793022376863,2.357874623473602,0.26050487954578666
1707822213.0,-4.737274438716421,2.3517165649731835,0.25895293471881003
1707822213.1,-4.7646146470435715,2.332297055804766,0.2617534520979018
1707822213.2,-4.792487496076869,2.3159671244390085,0.26323307605667357
1707822213.3,-4.8147217456851354,2.301537048702187,0.26548982372657015
1707822213.4,-4.835048382565304,2.2896629410008535,0.2683496702678794
1707822213.5,-4.845396668631948,2.28404287969938,0.26964242831007657
1707822213.6,-4.882632521032354,2.26408477089164,0.2652262042919983
1707822213.7,-4.901744067394837,2.252096403714082,0.26775677700001427
1707822213.8,-4.943937188840066,2.2432928697246575,0.25588992359708806
1707822213.9,-4.964941961230066,2.231498646295011,0.25524655300515486
1707822214.0,-4.988777172623743,2.217632438762362,0.25327606849260476
1707822214.1,-5.008228983252011,2.2069553676799143,0.25273488123464544
1707822214.2,-5.035608878911356,2.190243464635872,0.2527392689395167
1707822214.3,-5.045999093630651,2.1852656604622527,0.2533359074570749
1707822214.4,-5.077153069247454,2.1737529733287886,0.2553822267677344
1707822214.5,-5.097077488221438,2.1582400870714413,0.24712577892313164
1707822214.6,-5.125131204539948,2.1364082300639216,0.2499937490019507
1707822214.7,-5.146721616202118,2.125472886554005,0.25341450849423175
1707822214.8,-5.165356765951494,2.1170652829895524,0.2505146492339937
1707822214.9,-5.185174295237226,2.1044348709812835,0.24866318948639715
1707822215.0,-5.20499640108745,2.0945231720749447,0.2501630180341387
1707822215.1,-5.225566461425056,2.085338185425045,0.2504866532805282
1707822215.2,-5.245408068771058,2.076617291491107,0.24965129161380983
1707822215.3,-5.256246977165424,2.0717152886488073,0.2490787298258973
1707822215.4,-5.27285312763721,2.0628203955536857,0.24850193373523177
