time,east,north,up
1707822196.8,-0.04473514212034507,0.057479736410106605,-0.12122389513642581
1707822196.9,-0.0461503865732761,0.05989645078013434,-0.11986109522883145
1707822197.0,-0.04698503408362452,0.059596753145116796,-0.11992277528134475
1707822197.1,-0.04784023467744378,0.06075404067327531,-0.11834743456470087
1707822197.2,-0.04808237546048939,0.058896612996833186,-0.11887601470099102
1707822197.3,-0.050992124482031324,0.06394691007632843,-0.11788842065193558
1707822197.4,-0.050408169971724336,0.06102848765462822,-0.1197982216939382
1707822197.5,-0.05052820343185213,0.06089727953753808,-0.12058376811664784
1707822197.6,-0.05285068395048721,0.06520772477695636,-0.1187364038421851
1707822197.7,-0.052303085607830466,0.06563918506055987,-0.1203755934430076
1707822197.8,-0.05524195025424238,0.07355228334943498,-0.11726380654160716
1707822197.9,-0.04607924445127978,0.05055014088180579,-0.12272530957575942
1707822198.0,-0.05577529410179897,0.07110719430589564,-0.11974961870753328
1707822198.1,-0.05300110319697897,0.06345532895134906,-0.11960894691522606
1707822198.2,-0.05288739596251161,0.06232516054017928,-0.11827782223115108
1707822198.3,-0.05485402117488368,0.0669215123429792,-0.11927891246953662
1707822198.4,-0.057179485550097386,0.06902101772854352,-0.11827648398451071
1707822198.5,-0.06117087795257629,0.0732960714198841,-0.11554310340044704
1707822198.6,-0.05052932901408006,0.05370375247274671,-0.12008749237314854
1707822198.7,-0.05710002040227641,0.0658244287300289,-0.11906583376663736
1707822198.8,-0.055718958202528264,0.06350019800786463,-0.11886943629739696
1707822198.9,-0.059489866751604836,0.07218082925946584,-0.11658795671661677
1707822199.0,-0.0597569513878287,0.07068454281803369,-0.1185360049881638
1707822199.1,-0.07606528516535904,0.09451886555567296,-0.11446124461258518
1707822199.2,-0.09495834277883039,0.1266376618066693,-0.10800527318831424
1707822199.3,-0.07676094737813599,0.09528444229814828,-0.11473662783466182
1707822199.4,-0.0809165787540831,0.09856919364055626,-0.10902249355821
1707822199.5,-0.08481256254143141,0.10536516242585173,-0.10850299652696702
1707822199.6,-0.07815804386676428,0.09278968734541818,-0.11286523755599343
1707822199.7,-0.0676170249756705,0.07602591485418095,-0.11487038640427816
1707822199.8,-0.05733113246068454,0.06056578661079891,-0.11848074885629596
1707822199.9,-0.05897184173089512,0.06466360804488906,-0.11817893182841266
1707822200.0,-0.058477180901875925,0.062378038232980895,-0.11983368284443115
1707822200.1,-0.06996334926096978,0.08193295965843189,-0.11638186678064565
1707822200.2,-0.063741586347669,0.07221399290706533,-0.11802034651418625
1707822200.3,-0.06058203961515036,0.0682621347600591,-0.11823166344048136
1707822200.4,-0.06486995045819302,0.07406837511064772,-0.11822382947268811
1707822200.5,-0.06696341113703426,0.07780137180867785,-0.11588931629659818
1707822200.6,-0.06283941776710343,0.06929060152728125,-0.11705128112961652
1707822200.7,-0.07491781940392306,0.08645348588268169,-0.11476650619755857
1707822200.8,-0.06903224029328411,0.07614147213292034,-0.11671267889973791
1707822200.9,-0.07122706358221848,0.07722176730878509,-0.11655769266167129
1707822201.0,-0.06874621693194106,0.0757085892483462,-0.1169967046550624
1707822201.1,-0.07596519914229871,0.08804513794535505,-0.11546234573147321
1707822201.2,-0.08375820281266738,0.09776817505707716,-0.11204664264610714
1707822201.3,-0.0787387779456144,0.09020443993859745,-0.11393234649891998
1707822201.4,-0.12435739553394397,0.15319777516532396,-0.09881489892922413
1707822201.5,-0.807834396352227,1.0861393636673327,0.11632476375786596
1707822201.6,-1.2584957475720342,1.6482812959464022,0.08701331548936815
1707822201.7,-1.4073406737488652,1.7926153367549749,0.04206134535555654
1707822201.8,-1.4472920365824304,1.8277524725916559,0.049332767387529654
1707822201.9,-1.4471778736813972,1.8273255989527875,0.048351210873512546
1707822202.0,-1.4477990464667831,1.8277018128791653,0.04895551171108304
1707822202.1,-1.447352352675939,1.8271373082375342,0.04798289005904082
1707822202.2,-1.4495860966287075,1.8286697689598208,0.048758099891702156
1707822202.3,-1.452937183711358,1.83037676072679,0.049232160434611406
1707822202.4,-1.4534870910082325,1.8300084545912776,0.04694884019781008
1707822202.5,-1.4534114014438089,1.8299875812349258,0.04895402715217224
1707822202.6,-1.4568259665891317,1.8116354660339598,0.03654485944031746
1707822202.7,-1.4545833157716768,1.829294034731457,0.04874165442793665
1707822202.8,-1.4557393145840818,1.8292863229024774,0.05007637264220509
1707822202.9,-1.7379541195949073,2.100457940782649,0.12163588118199142
1707822203.0,-1.8510023084867122,2.126871591631414,0.0889610405849568
1707822203.1,-1.8713877145404072,2.170047094417903,0.0799697547744114
1707822203.2,-1.8662205577162871,2.1690897676652994,0.07858197718905321
1707822203.3,-1.8812633216457673,2.1787596778350764,0.07992208427056102
1707822203.4,-2.051535851320371,2.246820538576196,0.09896711149505615
1707822203.5,-2.052692771635355,2.246755894094804,0.09920158282282772
1707822203.6,-2.0604556790320396,2.250678634279391,0.10046169251619035
1707822203.7,-2.06655828474454,2.2546189991367678,0.10219304043992565
1707822203.8,-2.0911327479428983,2.2754787964823966,0.10710147973125078
1707822203.9,-1.9009229613618985,2.184788230735484,0.08452443833949583
1707822204.0,-1.9522380572207232,2.225101340703998,0.09564160723454584
1707822204.1,-2.259450725373129,2.390597962159874,0.1462344857343121
1707822204.2,-2.2971823473149153,2.4156378341368194,0.15555136808900633
1707822204.3,-2.3080794343175493,2.4238996763843406,0.15867895840113644
1707822204.4,-2.33655231197004,2.4425835353661673,0.16558584322163253
1707822204.5,-2.405565440986912,2.4574683197614116,0.12128089832908848
1707822204.6,-2.4107578872161533,2.4615556325702026,0.12177907505809675
1707822204.7,-2.4158298302692844,2.46511368794987,0.12249307847708664
1707822204.8,-2.4188702067090095,2.466304504817289,0.12283301235606135
1707822204.9,-2.4777722800399333,2.512686492565431,0.13222755852520857
1707822205.0,-2.500859366459134,2.530493642817966,0.1360835709419056
1707822205.1,-2.519036890395077,2.53915257270921,0.14035868452310835
1707822205.2,-2.6348412913057375,2.554979096158763,0.12690951749236218
1707822205.3,-2.6785744076261246,2.5683826862404526,0.12969741686413594
1707822205.4,-2.7227438132391435,2.580764819383759,0.13670682300321546
1707822205.5,-2.7438428381793867,2.587287145423194,0.1386824379992367
1707822205.6,-2.7466523272175154,2.5881666501982497,0.13882624777040117
1707822205.7,-2.8354530125084882,2.6142891135959716,0.1457763911510015
1707822205.8,-2.8329910417712023,2.6124685460946293,0.14604338141161177
1707822205.9,-2.8268603080104917,2.6100233972926503,0.14541615215450115
1707822206.0,-2.8717874707272957,2.6271667255913047,0.1517255668410357
1707822206.1,-2.898918855810775,2.6347208277015475,0.15623706314877786
1707822206.2,-2.9218549652692754,2.6412618175331843,0.1597877194007648
1707822206.3,-2.9548341170476657,2.6494359151173605,0.1595095168310019
1707822206.4,-2.9968400555328314,2.6616632448618724,0.16523493734435923
1707822206.5,-3.0217967656853535,2.6691573681357497,0.17007702216919457
1707822206.6,-3.0647611388972567,2.670743284381581,0.1699715455771077
1707822206.7,-3.081636402198347,2.6723076460969195,0.17221532692859626
1707822206.8,-3.091898487830569,2.673670116323083,0.17357823811252773
1707822206.9,-3.1500629310767345,2.685290771214802,0.18346389036087213
1707822207.0,-3.17520908586151,2.6894938032431335,0.1874308552836909
1707822207.1,-3.185780757678522,2.6916185228560177,0.1890784357721058
1707822207.2,-3.196050124459498,2.692312106801552,0.19012037874676738
1707822207.3,-3.261961342059727,2.678328318183896,0.18175458337717842
1707822207.4,-3.294785858543495,2.672704807714616,0.1822352206778119
1707822207.5,-3.3305136759034553,2.6711661348400257,0.1798801499349169
1707822207.6,-3.3686385303840463,2.666084667745015,0.18330005896899887
1707822207.7,-3.3919229841095864,2.6618200284170563,0.17938958095667135
1707822207.8,-3.4271990787158884,2.6585614891114986,0.18144038358732512
1707822207.9,-3.454995405679753,2.654251888663637,0.18215713500941627
1707822208.0,-3.487234287215052,2.647888057563084,0.18229577613725942
1707822208.1,-3.51309941268825,2.6437060218020823,0.18473899193163948
1707822208.2,-3.524399072588085,2.6406824272489904,0.18523611394824036
